Tag,Timestamp,Valor,Estado
"02GMOMZL LT-93230 LAT          MW","2025-06-01 05:00:00",41.97501,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 06:00:00",40.11,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 07:00:00",42.52,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 08:00:00",37.54,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 09:00:00",42.35667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 10:00:00",42.1,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 11:00:00",38.765,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 12:00:00",40.67001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 13:00:00",40.745,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 14:00:00",40.48,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 15:00:00",38.815,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 16:00:00",37.255,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 17:00:00",32.62334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 18:00:00",37.66,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 19:00:00",38.815,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 20:00:00",63.66334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 21:00:00",69.895,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 22:00:00",67.43001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-01 23:00:00",66.59,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 00:00:00",67.38,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 01:00:00",65.61333,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 02:00:00",66.01,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 03:00:00",68.08,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 04:00:00",66.31667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 05:00:00",63.15,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 06:00:00",60.91,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 07:00:00",56.825,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 08:00:00",45.835,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 09:00:00",50.89,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 10:00:00",48.54,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 11:00:00",50.26,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 12:00:00",55.78,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 13:00:00",53.33601,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 14:00:00",57.69,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 15:00:00",59.65501,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 16:00:00",51.095,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 17:00:00",50.09667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 18:00:00",49.56001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 19:00:00",44.464,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 20:00:00",52.75667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 21:00:00",53.786,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 22:00:00",62.03,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-02 23:00:00",61.605,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 00:00:00",64.205,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 01:00:00",64.30334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 02:00:00",62.34,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 03:00:00",53.735,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 04:00:00",61.42334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 05:00:00",60.605,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 06:00:00",60.90001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 07:00:00",56.505,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 08:00:00",54.805,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 09:00:00",44.42,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 10:00:00",48.28,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 11:00:00",45.07334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 12:00:00",48.33,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 13:00:00",48.65501,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 14:00:00",52.76,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 15:00:00",45.195,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 16:00:00",42.145,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 17:00:00",40.62334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 18:00:00",48.16,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 19:00:00",47.1,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 20:00:00",49.56667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 21:00:00",51.452,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 22:00:00",55.71,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-03 23:00:00",57.458,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 00:00:00",53.555,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 01:00:00",57.52667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 02:00:00",56.87,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 03:00:00",52.90001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 04:00:00",59.705,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 05:00:00",57.03001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 06:00:00",53.65001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 07:00:00",51.43,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 08:00:00",41.85001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 09:00:00",45.18667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 10:00:00",36.17,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 11:00:00",33.62333,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 12:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 13:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 14:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 15:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 16:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 17:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 18:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 19:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 20:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 21:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 22:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-04 23:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 00:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 01:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 02:00:00",37.8,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 03:00:00",42.88667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 04:00:00",51.595,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 05:00:00",49.015,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 06:00:00",45.32,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 07:00:00",49.2,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 08:00:00",40.11667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 09:00:00",40.77333,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 10:00:00",50.03,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 11:00:00",37.76334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 12:00:00",32.315,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 13:00:00",41.05,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 14:00:00",40.83,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 15:00:00",35.465,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 16:00:00",38.89,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 17:00:00",43.63667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 18:00:00",40.65,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 19:00:00",40.39334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 20:00:00",46.32,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 21:00:00",53.252,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 22:00:00",48.72001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-05 23:00:00",48.61,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 00:00:00",43.24,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 01:00:00",34.42334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 02:00:00",37.05,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 03:00:00",32.04667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 04:00:00",30.095,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-06 05:00:00",29.005,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-06 06:00:00",28.94,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-06 07:00:00",29.68,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-06 08:00:00",45.52667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 09:00:00",50.135,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 10:00:00",46.34,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 11:00:00",46.06,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 12:00:00",49.08,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 13:00:00",50.48,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 14:00:00",36.71,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 15:00:00",32.62,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 16:00:00",29.92667,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-06 17:00:00",25.505,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 18:00:00",31.79,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-06 19:00:00",28.76334,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-06 20:00:00",30.38,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-06 21:00:00",32.18501,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 22:00:00",33.99,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-06 23:00:00",33.726,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 00:00:00",31.26,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-07 01:00:00",46.355,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 02:00:00",33.39,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 03:00:00",34.01667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 04:00:00",32.715,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 05:00:00",34.38334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 06:00:00",26.28,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 07:00:00",30.265,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-07 08:00:00",17.57,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 09:00:00",33.208,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 10:00:00",34.75,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 11:00:00",28.08334,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-07 12:00:00",27.685,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 13:00:00",30.71667,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-07 14:00:00",30.59,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-07 15:00:00",32.414,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 16:00:00",24.92,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 17:00:00",28.875,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-07 18:00:00",19.24,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 19:00:00",17.20667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-07 20:00:00",28.1,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-07 21:00:00",30.84,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-07 22:00:00",30.95,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-07 23:00:00",36.695,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 00:00:00",30.76334,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-08 01:00:00",34.32,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 02:00:00",34.31,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 03:00:00",21.75667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 04:00:00",22.145,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 05:00:00",22.41667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 06:00:00",28.07,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-08 07:00:00",16.19,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 08:00:00",1.956667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 09:00:00",15.655,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 10:00:00",9.780001,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 11:00:00",21.99334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 12:00:00",20.88,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 13:00:00",22.67,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 14:00:00",22.49,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 15:00:00",22.285,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 16:00:00",13.68667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 17:00:00",13.925,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 18:00:00",7.79,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 19:00:00",10.99667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 20:00:00",14.85,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 21:00:00",18.06667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 22:00:00",27.6,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-08 23:00:00",22.425,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 00:00:00",26.83,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 01:00:00",23.57,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 02:00:00",27.16,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 03:00:00",26.42,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 04:00:00",28.595,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-09 05:00:00",20.55667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 06:00:00",26.21,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 07:00:00",24.275,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 08:00:00",11.02,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 09:00:00",12.595,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 10:00:00",10.44,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 11:00:00",14.8842,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 12:00:00",19.696,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 13:00:00",19.24,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 14:00:00",19.39,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 15:00:00",24.20667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 16:00:00",19.46429,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 17:00:00",17.096,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 18:00:00",21.22,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 19:00:00",16.776,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 20:00:00",26.58143,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 21:00:00",25.825,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-09 22:00:00",31.54,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-09 23:00:00",30.635,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-10 00:00:00",26.826,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 01:00:00",31.9475,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-10 02:00:00",28.12,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-10 03:00:00",35.57334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 04:00:00",37.745,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 05:00:00",38.49,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 06:00:00",29.2,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-10 07:00:00",29.37,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-10 08:00:00",29.64,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-10 09:00:00",26.61333,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 10:00:00",24.68,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 11:00:00",29.818,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-10 12:00:00",31.402,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-10 13:00:00",28.86333,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-10 14:00:00",27.48,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 15:00:00",25.42,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 16:00:00",24.66,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 17:00:00",39.78,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 18:00:00",35.77,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 19:00:00",34.94201,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 20:00:00",38.14,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 21:00:00",47.09,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 22:00:00",44.94,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-10 23:00:00",42.82334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 00:00:00",28.965,Precaución
"02GMOMZL LT-93230 LAT          MW","2025-06-11 01:00:00",39.30333,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 02:00:00",37.43,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 03:00:00",39.556,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 04:00:00",36.61667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 05:00:00",19.7675,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 06:00:00",24.25,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 07:00:00",23.0975,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 08:00:00",12.84286,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 09:00:00",19.596,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 10:00:00",17.78,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 11:00:00",16.40667,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 12:00:00",20.51429,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 13:00:00",14.988,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 14:00:00",20.5,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 15:00:00",19.944,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 16:00:00",12.37333,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 17:00:00",24.334,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 18:00:00",30.91,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-11 19:00:00",27.034,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 20:00:00",30.03667,Normal
"02GMOMZL LT-93230 LAT          MW","2025-06-11 21:00:00",34.49286,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 22:00:00",36.59,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-11 23:00:00",27.90429,Crítico
"02GMOMZL LT-93230 LAT          MW","2025-06-12 00:00:00",25.61,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 00:00:00",40.49001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 01:00:00",39.60001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 02:00:00",38.30001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 03:00:00",37.87001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 04:00:00",36.79002,Crítico
