Tag,Timestamp,Valor,Estado
"02GMOMZL AT-01    230/115      MW","2025-06-01 05:00:00",35.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 06:00:00",35.08001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 07:00:00",35.56001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 08:00:00",35.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 09:00:00",37.66002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 10:00:00",37.73001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 11:00:00",38.67001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 12:00:00",38.75002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 13:00:00",39.44001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 14:00:00",39.44001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 15:00:00",41.13001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 16:00:00",41.05001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 17:00:00",40.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 18:00:00",39.98001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 19:00:00",41.95002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 20:00:00",45.89001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 21:00:00",46.68002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 22:00:00",46.19001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-01 23:00:00",44.16002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 00:00:00",42.99001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 01:00:00",41.16002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 02:00:00",40.25002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 03:00:00",39.75002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 04:00:00",38.77002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 05:00:00",38.26001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 06:00:00",38.09002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 07:00:00",37.76001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 08:00:00",38.00002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 09:00:00",38.57001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 10:00:00",41.78001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 11:00:00",42.83001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 12:00:00",44.21001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 13:00:00",42.20002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 14:00:00",44.60001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 15:00:00",45.55001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 16:00:00",44.55001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 17:00:00",44.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 18:00:00",42.78001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 19:00:00",43.21001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 20:00:00",46.81001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 21:00:00",47.58001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 22:00:00",46.86002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-02 23:00:00",45.22001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 00:00:00",43.28001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 01:00:00",42.22001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 02:00:00",40.86002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 03:00:00",39.58001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 04:00:00",39.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 05:00:00",38.68002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 06:00:00",38.46001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 07:00:00",37.36002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 08:00:00",37.64001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 09:00:00",38.32001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 10:00:00",39.77002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 11:00:00",40.23001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 12:00:00",41.69001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 13:00:00",41.79002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 14:00:00",42.21001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 15:00:00",42.38001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 16:00:00",41.92001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 17:00:00",41.57001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 18:00:00",40.50002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 19:00:00",41.24001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 20:00:00",43.82001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 21:00:00",44.74001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 22:00:00",44.17001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-03 23:00:00",42.10001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 00:00:00",39.90001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 01:00:00",26.82001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 02:00:00",33.48001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 03:00:00",35.01001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 04:00:00",35.52002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 05:00:00",35.71001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 06:00:00",34.95002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 07:00:00",34.52002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 08:00:00",35.29002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 09:00:00",37.72001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 10:00:00",38.38001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 11:00:00",38.13001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 12:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 13:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 14:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 15:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 16:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 17:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 18:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 19:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 20:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 21:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 22:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-04 23:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 00:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 01:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 02:00:00",40.35001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 03:00:00",34.31001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 04:00:00",33.86002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 05:00:00",34.08001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 06:00:00",33.70002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 07:00:00",34.59002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 08:00:00",35.58001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 09:00:00",36.94001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 10:00:00",38.96001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 11:00:00",41.18002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 12:00:00",41.67001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 13:00:00",43.22001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 14:00:00",44.06001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 15:00:00",43.17001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 16:00:00",43.52002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 17:00:00",44.33001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 18:00:00",43.32001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 19:00:00",42.62001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 20:00:00",42.66002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 21:00:00",43.20002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 22:00:00",42.48001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-05 23:00:00",43.89001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 00:00:00",41.77002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 01:00:00",40.15001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 02:00:00",39.20002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 03:00:00",38.36002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 04:00:00",37.39001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 05:00:00",36.94001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 06:00:00",36.34002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 07:00:00",37.33001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 08:00:00",39.86002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 09:00:00",41.06001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 10:00:00",41.25002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 11:00:00",41.70002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 12:00:00",42.00002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 13:00:00",43.17001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 14:00:00",42.13001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 15:00:00",42.36002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 16:00:00",43.39001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 17:00:00",41.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 18:00:00",43.08001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 19:00:00",43.58001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 20:00:00",45.55001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 21:00:00",45.45002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 22:00:00",45.12001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-06 23:00:00",43.71001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 00:00:00",42.31001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 01:00:00",42.19001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 02:00:00",39.76001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 03:00:00",39.03001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 04:00:00",36.11002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 05:00:00",37.22001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 06:00:00",35.56001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 07:00:00",35.63002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 08:00:00",35.39001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 09:00:00",37.18002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 10:00:00",38.44001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 11:00:00",37.88001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 12:00:00",38.37001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 13:00:00",39.44001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 14:00:00",39.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 15:00:00",40.89001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 16:00:00",40.34002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 17:00:00",41.94001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 18:00:00",37.06001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 19:00:00",37.52002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 20:00:00",39.78001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 21:00:00",40.26001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 22:00:00",43.62001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-07 23:00:00",43.78001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 00:00:00",41.84002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 01:00:00",40.79002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 02:00:00",39.58001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 03:00:00",37.68002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 04:00:00",37.43002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 05:00:00",37.13002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 06:00:00",36.22001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 07:00:00",35.34002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 08:00:00",35.01001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 09:00:00",35.63002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 10:00:00",36.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 11:00:00",37.04002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 12:00:00",37.25002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 13:00:00",38.07001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 14:00:00",38.88001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 15:00:00",39.03001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 16:00:00",41.23001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 17:00:00",41.01001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 18:00:00",40.40001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 19:00:00",40.15001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 20:00:00",43.16002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 21:00:00",44.08001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 22:00:00",44.57001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-08 23:00:00",42.55001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 00:00:00",41.79002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 01:00:00",40.50002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 02:00:00",39.17001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 03:00:00",38.18002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 04:00:00",37.48001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 05:00:00",36.23001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 06:00:00",36.59002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 07:00:00",36.82001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 08:00:00",36.78001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 09:00:00",38.32001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 10:00:00",38.95002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 11:00:00",38.98001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 12:00:00",38.98001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 13:00:00",42.73001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 14:00:00",43.27002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 15:00:00",43.95002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 16:00:00",44.07001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 17:00:00",41.58001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 18:00:00",40.65001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 19:00:00",42.50002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 20:00:00",45.95002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 21:00:00",46.79001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 22:00:00",46.84002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-09 23:00:00",45.09002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 00:00:00",43.24001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 01:00:00",42.86002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 02:00:00",40.73001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 03:00:00",40.32001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 04:00:00",39.79002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 05:00:00",39.57001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 06:00:00",37.82001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 07:00:00",37.66002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 08:00:00",39.44001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 09:00:00",40.32001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 10:00:00",41.33001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 11:00:00",42.23001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 12:00:00",42.98001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 13:00:00",43.91002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 14:00:00",44.11002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 15:00:00",44.76001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 16:00:00",44.53001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 17:00:00",45.34002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 18:00:00",43.74001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 19:00:00",44.40001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 20:00:00",47.83001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 21:00:00",49.37001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 22:00:00",48.84002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-10 23:00:00",46.32001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 00:00:00",44.42001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 01:00:00",39.85001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 02:00:00",39.40001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 03:00:00",38.02002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 04:00:00",37.19001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 05:00:00",36.33001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 06:00:00",36.93002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 07:00:00",36.79002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 08:00:00",36.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 09:00:00",38.45002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 10:00:00",39.16002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 11:00:00",39.68002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 12:00:00",40.79002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 13:00:00",40.91002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 14:00:00",42.11002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 15:00:00",42.40001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 16:00:00",41.65001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 17:00:00",42.52002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 18:00:00",41.97001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 19:00:00",41.28001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 20:00:00",45.20002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 21:00:00",46.02002,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 22:00:00",45.39001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-11 23:00:00",42.90001,Crítico
"02GMOMZL AT-01    230/115      MW","2025-06-12 00:00:00",41.18002,Crítico
